,spikes,cellID
1,0.0179666666666662,8
2,0.0387333333333331,8
3,0.134399999999999,8
7,0.647266666666667,8
8,0.746366666666667,8
9,0.749433333333332,8
10,0.874066666666668,8
11,0.9648,8
12,1.0152,8
13,1.02563333333333,8
14,1.24486666666667,8
15,1.26203333333333,8
16,1.34763333333333,8
17,1.66013333333333,8
18,1.6992,8
19,2.31936666666667,8
20,2.52546666666667,8
21,2.56926666666667,8
22,2.60443333333333,8
23,2.63663333333333,8
24,2.83863333333333,8
25,3.36686666666667,8
26,3.83186666666667,8
27,3.9963,8
28,4.06336666666667,8
29,4.1741,8
30,4.21913333333333,8
31,4.5018,8
32,4.55456666666667,8
33,4.66753333333333,8
34,4.70823333333333,8
35,4.838,8
36,4.89043333333333,8
37,4.98303333333333,8
38,4.98506666666667,8
39,5.05136666666667,8
43,5.51266666666667,8
44,5.56976666666667,8
45,5.7657,8
46,5.85823333333333,8
47,6.4478,8
48,6.48013333333333,8
49,6.5316,8
50,6.5434,8
51,6.66056666666667,8
52,6.68706666666667,8
53,7.26416666666667,8
54,7.31613333333333,8
55,7.35876666666667,8
56,7.43556666666667,8
57,7.4928,8
58,7.5245,8
59,7.57536666666667,8
61,7.90146666666667,8
63,7.98183333333333,8
65,8.06066666666667,8
66,8.25903333333333,8
67,8.4721,8
68,8.47666666666667,8
69,8.4911,8
70,8.5136,8
71,8.7195,8
72,9.00733333333333,8
73,9.00933333333333,8
74,9.0793,8
75,9.10556666666667,8
76,9.3194,8
