,spikes,cellID
1,0.408266666666666,3
2,0.829633333333334,3
3,1.59496666666667,3
4,2.1598,3
5,2.32443333333333,3
6,2.3269,3
7,2.435,3
8,2.5806,3
9,2.66413333333333,3
10,3.17193333333333,3
11,3.2111,3
12,3.82263333333333,3
13,4.12536666666667,3
14,4.2539,3
15,4.31403333333333,3
16,4.438,3
17,4.7694,3
19,4.87813333333333,3
20,4.90323333333333,3
21,5.12693333333333,3
22,5.33943333333333,3
23,5.51106666666667,3
24,6.11066666666667,3
25,6.24036666666667,3
27,6.3424,3
28,6.5267,3
29,6.65123333333333,3
30,7.15483333333333,3
31,7.28813333333333,3
32,7.39686666666667,3
33,7.48436666666667,3
34,7.6407,3
35,7.7276,3
36,7.76553333333333,3
37,7.80303333333333,3
38,8.52616666666666,3
39,8.6457,3
40,8.7266,3
41,8.7718,3
42,8.90963333333333,3
43,9.082,3
44,9.44686666666666,3
45,9.55386666666667,3
46,9.56786666666667,3
