,spikes,cellID
1,0.188833333333335,10
6,0.436433333333333,10
11,0.7012,10
12,0.779966666666667,10
13,1.20383333333333,10
14,1.23523333333333,10
15,1.44023333333333,10
16,1.50926666666667,10
17,1.6299,10
18,1.65933333333333,10
19,1.7063,10
20,1.85563333333333,10
21,1.9312,10
22,1.9643,10
23,1.98643333333333,10
24,2.03106666666667,10
25,2.1096,10
26,2.18606666666667,10
27,2.20393333333333,10
28,2.28416666666667,10
29,2.48826666666667,10
30,3.2464,10
31,3.58726666666667,10
32,3.7606,10
33,3.94806666666667,10
34,4.27513333333333,10
35,4.3995,10
36,4.8223,10
37,5.61553333333333,10
38,5.93723333333333,10
39,6.01876666666667,10
40,6.50963333333333,10
41,6.63903333333333,10
42,6.73923333333333,10
43,6.77116666666667,10
44,7.10623333333333,10
45,7.16286666666667,10
50,7.663,10
51,7.7825,10
52,7.9841,10
53,8.11976666666667,10
54,8.1889,10
55,8.28766666666667,10
56,8.58366666666667,10
57,8.61463333333333,10
58,8.65556666666667,10
59,8.67356666666667,10
60,8.76903333333333,10
61,8.78796666666667,10
62,8.89213333333333,10
63,8.93153333333333,10
64,8.9537,10
65,9.00543333333333,10
66,9.04726666666667,10
67,9.0772,10
68,9.10393333333333,10
69,9.12563333333333,10
70,9.1839,10
71,9.20853333333333,10
72,9.2424,10
73,9.34936666666667,10
74,9.3773,10
75,9.40573333333333,10
76,9.49073333333333,10
