spikes
32.617
81.0794
107.5136
136.4296
183.0774
211.894
249.748
285.828
366.858
407.46
449.368
489.1
517.206
593.9
686.026
714.628
761.714
829.472
883.288
951.62
985.862
1024.912
1070.994
1105.75
1169.186
1197.654
1253.182
1282.94
1321.834
1366.834
1444.694
1583.958
1663.124
1745.95
1791.454
1864.402
1910.526
1979.006
2015
2053.24
2100.96
2150.8
2185.2
2217.62
2260.86
2295.3
2340.94
2387.96
2439.14
2474.52
2513.1
2561.74
2603.8
2651.38
2680.9
2733.86
2798.54
2830.08
2875.3
2923.68
2984.22
3077.52
3128.56
3184.8
3279.86
3369.04
3406.8
3494.96
3579.78
3839.5
3879.46
3963.54
4036.52
4072.74
4171.58
4208
4249.32
4283.76
4366.68
4438.2
4510.36
4555.88
4622.22
4698.32
4737.92
4782.18
4861.36
4934.96
4974.36
5059.56
5159.36
5208.06
5248.96
5297.02
5397.6
5510.98
5551.66
5589.82
5636.96
5724
5804.76
5868.64
5916.28
5953.7
5975.9
6022.14
6066.82
6130.46
6171.86
6230.58
6308.34
6351.34
6465.96
6551.32
6637.5
6678.84
6736.38
6779.18
6851.48
6924.6
7040.22
7089.1
7146.46
7188.14
7232.9
7271.08
7295.7
7334.24
7368.98
7450.2
7534.16
7647.6
7690.66
7793.02
7831.94
7867.64
7912.08
7950.64
7984.78
8027.86
8068.1
8111.52
8148.96
8226.18
8268.18
8304.22
8350.24
8398.62
8444.64
8488.02
8558
8623.66
8670.74
8711.94
8844.64
8902.06
8944.04
8965.78
9010.64
9047.8
9088.4
9148.36
9196.26
9368.16
9412.7
9479.5
9505.84
9576.96
9612.88
9647.26
9739.74
9764.76
9832.4
9885.22
9929.96
9967
