spikes
161.9092
211.372
326.866
367.214
483.16
674.332
756.544
857.842
1001.576
1245.118
1319.548
1366.072
1448.128
1491.104
1542.5
1583.046
1623.29
1704.936
1748.58
1790.784
1877.498
1948.194
2023.2
2060.76
2110.72
2152.12
2186.48
2228.96
2309.26
2354.58
2396.52
2439.22
2479.26
2520.6
2562.8
2604.5
2695.08
2770.2
2836.74
2878.2
2926.04
3047.48
3112.66
3175.4
3214.62
3330.58
3371.6
3408.6
3496.8
3540.86
3582.02
3627.04
3728.92
3780.72
3838.4
3879.72
3921.54
3961.2
3999.9
4042
4119.6
4203.16
4249.22
4291.38
4373.54
4421.24
4469.04
4551.46
4618.52
4661.56
4704.44
4750.5
4791.34
4830.84
4892.74
4935.22
4978.4
5020.56
5060.58
5104.8
5185.34
5249.66
5373.78
5401.98
5501.76
5549.34
5591.4
5637.64
5724.42
5769
5805.36
5850.34
5912.12
5946.08
5980.68
6026.14
6070.94
6120.48
6198.88
6234.84
6353.22
6399.22
6447.38
6489.96
6527.72
6563.04
6679.78
6711.3
6781.72
6828.34
6863.3
6941.5
7013.04
7051.9
7115.08
7159.1
7193.22
7237.82
7295.86
7372.5
7415.34
7458.54
7543.88
7583.7
7626.16
7750.9
7829.38
7914.48
7984.44
8031.34
8071.02
8146.16
8210
8272.68
8307.88
8351.1
8421.72
8497.3
8627.58
8711.56
8763.76
8803.52
8878.02
8944.62
9007.58
9094.08
9254.22
9298.96
9374.2
9412.48
9494.7
9598.24
9648.1
9695.42
9894
