spikes
48.8538
118.3128
168.241
292.112
362.054
415.744
518.67
569.776
619.77
654.298
720.924
750.942
782.084
822.902
882.262
995.7
1034.63
1212.294
1242.346
1320.318
1357.438
1437.382
1487.982
1555.416
1582.216
1621.544
1654.71
1701.342
1743.772
1789.972
1909.644
1950.174
2022.92
2060.08
2105.88
2145.22
2185.82
2229.96
2263.84
2292.48
2351.76
2392.9
2436.14
2473.94
2519.12
2559.88
2604.72
2690.64
2732.42
2759.44
2799.08
2837.3
2876.86
2918
3027.14
3093.82
3133.72
3174.88
3239.92
3284.18
3329.62
3450.84
3495.9
3627.3
3685.66
3724.02
3797.8
3839.02
3910.44
3958.18
3998.68
4032.02
4074.5
4127.28
4158.8
4349.48
4374.64
4417.6
4510.14
4542.36
4677.72
4722.62
4778.6
4846.58
4892.36
4933.16
4977.94
5020.18
5060.2
5094.04
5133.1
5164.54
5210.86
5339.9
5370.4
5461.56
5513.42
5547.16
5589.54
5637.86
5681.72
5768.78
5850.42
5879.88
5931.64
5961.12
6059.38
6129.52
6189.96
6229.74
6283.06
6354.46
6396.34
6491.84
6671.68
6704.32
6742.3
6859.62
6929
6986.28
7014.08
7052.78
7081.92
7141.34
7209.1
7268.76
7296.96
7341.06
7371.9
7413.78
7481.52
7519.7
7576.64
7618.2
7649.14
7675.82
7716.24
7793.98
7823.56
7874.3
8067.72
8100.6
8143.22
8228.52
8261.88
8344.02
8386.36
8462.5
8492.08
8555.14
8591.92
8627.18
8709.1
8783.52
8825.02
8846.92
8909.48
8956.04
9001.24
9049.88
9086.82
9133.14
9204.1
9293.24
9344.98
9415.82
9444.88
9483.92
9556.62
9590.18
9643.04
9761.12
9815.18
9889.78
9930.42
9974.74
