spikes
30.0842
128.6178
208.76
245.732
318.714
350.17
394.422
459.92
497.244
543.512
595.986
632.17
712.36
750.512
780.432
824.27
999.644
1063.008
1120.738
1179.612
1220.372
1271.136
1295.568
1359.03
1429.614
1478.054
1523.63
1546.372
1619.218
1683.842
1736.052
1786.22
1826.62
1874.496
1943.714
2009.84
2050.4
2108.32
2144.76
2185.12
2221.9
2268.3
2343
2386.28
2467.82
2519.22
2605.08
2693.78
2885.38
2960.58
3043.88
3121.44
3153.42
3176.86
3210.6
3330.66
3368.02
3450.28
3497.06
3540.82
3578.56
3615.16
3709.9
3742.12
3782.92
3856.42
3955.02
3996.96
4033.66
4070.14
4116.6
4154.94
4239.72
4279.82
4373.68
4463.56
4535.74
4609.5
4698.7
4748.2
4789.36
4824.3
4886.66
4933.7
5010.94
5095.84
5154.56
5247.44
5305.72
5352.54
5383.72
5454.14
5497.02
5547.08
5589.16
5631.36
5682.22
5717.76
5763.06
5802.38
5847.2
5924
6021.48
6058.08
6168.36
6266.28
6309.72
6349.12
6417.32
6449.12
6483.72
6520.78
6575.22
6670.38
6701.26
6782.4
6933.76
6980.26
7010.16
7047.92
7083.94
7157.46
7224.8
7290.68
7324.68
7408.78
7458.7
7542.56
7580.84
7614.16
7691.08
7714.26
7774.9
7828.8
7943.14
7966.92
8047.22
8097.84
8137.4
8258.42
8295.98
8343.94
8378.58
8437.56
8514.56
8559.02
8654.38
8706.12
8761.5
8869.04
8969.06
9009.76
9075.46
9095.8
9132.48
9166.1
9252.08
9294.58
9338.18
9374.38
9413.54
9513.66
9562
9611.04
9647.32
9685.94
9792.74
9823.26
9882.48
9920.24
9972.34
